OrderID,CustomerID,ProductID,StoreID,Sales Channel,OrderDate,Order Quantity,Discount Applied,Unit Price,Unit Cost
SO - 000449,42,37,128,In-Store,2018-07-12,1,0.05,1072.0,568.16
SO - 000450,20,41,1,Distributor,2018-07-12,3,0.075,1078.7,906.108
SO - 000451,10,25,273,Wholesale,2018-07-12,7,0.075,5433.7,3857.927
SO - 000452,17,24,309,Online,2018-07-12,8,0.05,3906.1,3163.941
SO - 000453,21,30,103,Online,2018-07-12,4,0.15,2458.9,2090.065
SO - 000454,8,10,258,Distributor,2018-07-12,3,0.075,1112.2,856.394
SO - 000455,31,47,149,In-Store,2018-07-12,4,0.05,1065.3,745.71
SO - 000456,5,35,298,In-Store,2018-07-12,6,0.075,1862.6,1359.698
SO - 000457,11,7,273,Wholesale,2018-07-12,7,0.2,1822.4,1184.56
SO - 000458,35,12,161,Wholesale,2018-07-12,7,0.05,1065.3,575.262
SO - 000459,26,16,29,Online,2018-07-12,3,0.05,5875.9,4289.407
SO - 000460,10,22,151,In-Store,2018-07-12,3,0.075,1728.6,708.726
SO - 000461,50,45,125,Distributor,2018-07-13,4,0.05,3832.4,2452.736
SO - 000462,24,7,261,Distributor,2018-07-13,1,0.05,1025.1,861.084
SO - 000463,1,45,115,Distributor,2018-07-13,4,0.05,1815.7,944.164
SO - 000464,22,1,294,In-Store,2018-07-13,2,0.075,3839.1,1689.204
SO - 000465,15,14,56,In-Store,2018-07-13,1,0.05,2425.4,1430.986
SO - 000466,38,13,218,In-Store,2018-07-13,6,0.15,3865.9,1971.609
SO - 000467,45,23,351,In-Store,2018-07-13,2,0.075,2653.2,1857.24
SO - 000468,42,3,90,Online,2018-07-13,2,0.15,991.6,594.96
SO - 000469,9,28,345,Distributor,2018-07-13,5,0.1,2512.5,2060.25
SO - 000470,6,16,42,Distributor,2018-07-14,6,0.1,2613.0,1332.63
SO - 000471,1,27,362,Distributor,2018-07-14,5,0.15,5721.8,3375.862
SO - 000472,8,7,233,In-Store,2018-07-14,2,0.075,1768.8,831.336
SO - 000473,19,21,220,Online,2018-07-14,5,0.1,2606.3,1251.024
SO - 000474,10,34,332,Online,2018-07-14,8,0.1,2452.2,1569.408
SO - 000475,49,44,211,Distributor,2018-07-14,1,0.05,964.8,694.656
SO - 000476,44,38,90,Distributor,2018-07-15,5,0.05,1125.6,562.8
SO - 000477,30,30,316,Distributor,2018-07-15,5,0.05,857.6,548.864
SO - 000478,37,2,28,In-Store,2018-07-15,7,0.075,3906.1,1796.806
SO - 000479,8,25,162,In-Store,2018-07-15,5,0.15,1078.7,506.989
SO - 000480,13,29,279,Online,2018-07-15,1,0.4,2432.1,1264.692
SO - 000481,2,30,91,Online,2018-07-15,8,0.05,958.1,536.536
SO - 000482,42,45,139,Wholesale,2018-07-16,8,0.05,864.3,726.012
SO - 000483,40,8,146,In-Store,2018-07-16,2,0.05,864.3,700.083
SO - 000484,40,36,194,In-Store,2018-07-16,6,0.075,891.1,579.215
SO - 000485,17,10,100,Online,2018-07-16,5,0.2,3979.8,2069.496
SO - 000486,23,14,214,Online,2018-07-16,5,0.1,837.5,469.0
SO - 000487,28,10,77,Online,2018-07-16,2,0.05,2318.2,1738.65
SO - 000488,41,35,29,In-Store,2018-07-16,6,0.05,1822.4,801.856
SO - 000489,29,13,329,Distributor,2018-07-16,4,0.15,1165.8,664.506
SO - 000490,11,16,41,Distributor,2018-07-16,7,0.05,234.5,187.6
SO - 000491,11,28,240,Online,2018-07-17,5,0.4,2452.2,1912.716
SO - 000492,19,11,331,In-Store,2018-07-17,8,0.05,261.3,133.263
SO - 000493,29,4,85,Distributor,2018-07-17,4,0.1,1031.8,453.992
SO - 000494,18,20,349,Online,2018-07-17,3,0.1,3082.0,1849.2
SO - 000495,27,8,311,Distributor,2018-07-17,3,0.05,6405.2,3138.548
SO - 000496,22,16,162,In-Store,2018-07-17,6,0.05,1822.4,947.648
SO - 000497,29,27,181,Wholesale,2018-07-17,8,0.05,1279.7,1062.151
SO - 000498,3,36,283,Online,2018-07-17,1,0.2,3932.9,2635.043
SO - 000499,28,4,307,In-Store,2018-07-17,3,0.15,201.0,80.4
SO - 000500,11,4,141,Wholesale,2018-07-17,1,0.1,3946.3,2131.002
SO - 000501,49,2,72,Wholesale,2018-07-18,7,0.2,1909.5,1317.555
SO - 000502,47,23,120,In-Store,2018-07-18,7,0.2,2412.0,1109.52
SO - 000503,50,32,152,In-Store,2018-07-18,6,0.05,964.8,675.36
SO - 000504,42,3,57,Distributor,2018-07-18,5,0.075,1996.6,1457.518
SO - 000505,21,1,228,Online,2018-07-18,7,0.15,1045.2,700.284
SO - 000506,41,4,37,In-Store,2018-07-18,1,0.2,3879.3,3219.819
SO - 000507,50,21,76,Distributor,2018-07-18,6,0.075,5976.4,3466.312
SO - 000508,13,18,255,Online,2018-07-18,1,0.05,2257.9,1264.424
SO - 000509,9,22,186,Online,2018-07-19,4,0.05,241.2,154.368
SO - 000510,35,40,68,In-Store,2018-07-19,8,0.075,1983.2,793.28
SO - 000511,1,13,364,In-Store,2018-07-19,1,0.05,3919.5,3331.575
SO - 000512,17,44,174,Online,2018-07-19,7,0.1,241.2,135.072
SO - 000513,35,1,2,Online,2018-07-19,4,0.075,3946.3,2012.613
SO - 000514,6,35,157,Online,2018-07-19,3,0.05,3966.4,3054.128
SO - 000515,6,46,106,In-Store,2018-07-19,5,0.1,1829.1,1463.28
SO - 000516,15,37,277,In-Store,2018-07-19,6,0.075,2733.6,1230.12
SO - 000517,20,39,328,In-Store,2018-07-19,8,0.075,844.2,717.57
SO - 000518,28,27,302,In-Store,2018-07-20,4,0.05,6231.0,4922.49
SO - 000519,16,5,65,Online,2018-07-20,3,0.05,1159.1,614.323
SO - 000520,15,42,40,In-Store,2018-07-20,1,0.15,3966.4,2379.84
SO - 000521,41,12,4,Online,2018-07-20,4,0.1,1105.5,740.685
SO - 000522,16,8,56,In-Store,2018-07-20,5,0.05,1125.6,731.64
SO - 000523,19,42,139,Distributor,2018-07-20,5,0.15,897.8,709.262
SO - 000524,21,5,70,Online,2018-07-20,5,0.2,207.7,83.08
SO - 000525,43,8,360,In-Store,2018-07-20,5,0.15,3959.7,2138.238
SO - 000526,21,2,321,Online,2018-07-21,7,0.075,1755.4,912.808
SO - 000527,37,27,214,In-Store,2018-07-21,3,0.2,3001.6,1650.88
SO - 000528,33,13,268,Online,2018-07-21,6,0.4,1031.8,464.31
SO - 000529,21,12,54,In-Store,2018-07-21,4,0.1,3966.4,2776.48
SO - 000530,48,12,95,Online,2018-07-21,5,0.1,1681.7,1126.739
SO - 000531,33,41,11,In-Store,2018-07-21,1,0.05,1172.5,809.025
SO - 000532,26,38,304,Online,2018-07-21,7,0.15,716.9,473.154
SO - 000533,12,30,288,Distributor,2018-07-21,7,0.075,6465.5,3879.3
SO - 000534,30,20,291,Distributor,2018-07-21,1,0.075,241.2,101.304
SO - 000535,38,36,123,Online,2018-07-21,1,0.05,1929.6,849.024
SO - 000536,23,14,166,Distributor,2018-07-21,8,0.1,3953.0,3280.99
SO - 000537,46,40,204,Online,2018-07-22,2,0.05,2492.4,1320.972
SO - 000538,15,1,295,Online,2018-07-22,7,0.075,241.2,185.724
SO - 000539,34,26,207,In-Store,2018-07-22,5,0.05,951.4,380.56
SO - 000540,45,24,75,Distributor,2018-07-22,4,0.2,6217.6,5284.96
SO - 000541,15,42,77,In-Store,2018-07-22,6,0.075,2351.7,1246.401
SO - 000542,19,3,134,Distributor,2018-07-22,6,0.1,1132.3,871.871
SO - 000543,1,47,211,Distributor,2018-07-22,3,0.1,1145.7,607.221
SO - 000544,15,27,127,Distributor,2018-07-22,3,0.075,3725.2,2048.86
SO - 000545,50,33,194,Distributor,2018-07-22,7,0.05,944.7,689.631
SO - 000546,39,42,157,Online,2018-07-22,3,0.075,1219.4,560.924
SO - 000547,30,47,211,Distributor,2018-07-22,4,0.075,1051.9,736.33
SO - 000548,31,20,19,In-Store,2018-07-22,2,0.075,207.7,135.005
SO - 000549,14,35,201,Online,2018-07-22,4,0.05,1862.6,1098.934
SO - 000550,26,8,76,Wholesale,2018-07-22,3,0.1,1889.4,1152.534
SO - 000551,40,12,354,Distributor,2018-07-22,8,0.15,2653.2,2016.432
SO - 000552,43,27,343,Distributor,2018-07-22,2,0.075,3953.0,1818.38
SO - 000553,5,41,365,In-Store,2018-07-22,3,0.05,227.8,191.352
SO - 000554,28,17,309,Online,2018-07-23,1,0.2,3879.3,1551.72
SO - 000555,21,13,151,In-Store,2018-07-23,1,0.15,1045.2,804.804
SO - 000556,4,46,296,In-Store,2018-07-23,2,0.1,5071.9,2535.95
SO - 000557,23,25,364,In-Store,2018-07-23,1,0.15,241.2,144.72
SO - 000558,35,8,95,In-Store,2018-07-23,8,0.2,2298.1,1539.727
SO - 000559,25,34,65,In-Store,2018-07-23,7,0.2,3845.8,1845.984
SO - 000560,21,11,255,Wholesale,2018-07-23,6,0.075,2425.4,1042.922
SO - 000561,48,6,7,In-Store,2018-07-24,8,0.05,1206.0,663.3
SO - 000562,50,21,125,In-Store,2018-07-24,8,0.075,221.1,179.091
SO - 000563,30,41,255,Wholesale,2018-07-24,3,0.075,3825.7,2563.219
SO - 000564,27,6,41,Distributor,2018-07-24,5,0.075,857.6,394.496
SO - 000565,31,32,41,Online,2018-07-24,3,0.075,3825.7,2563.219
SO - 000566,5,12,107,Online,2018-07-24,8,0.075,1996.6,898.47
SO - 000567,10,17,147,Distributor,2018-07-24,1,0.05,234.5,121.94
SO - 000568,15,14,206,Online,2018-07-24,8,0.075,1896.1,948.05
SO - 000569,1,32,115,In-Store,2018-07-25,2,0.1,207.7,87.234
SO - 000570,8,8,109,Distributor,2018-07-25,1,0.075,167.5,125.625
SO - 000571,22,11,297,Wholesale,2018-07-25,1,0.1,3986.5,2591.225
SO - 000572,28,4,114,Online,2018-07-25,8,0.4,2546.0,1018.4
SO - 000573,28,10,138,Wholesale,2018-07-25,1,0.075,864.3,380.292
SO - 000574,40,41,148,Distributor,2018-07-25,1,0.05,1876.0,1350.72
SO - 000575,3,11,309,Online,2018-07-25,5,0.075,247.9,163.614
SO - 000576,21,44,151,Online,2018-07-25,2,0.075,5051.8,3435.224
SO - 000577,3,22,266,Wholesale,2018-07-25,4,0.4,1011.7,667.722
SO - 000578,16,2,242,In-Store,2018-07-25,6,0.2,1862.6,1247.942
SO - 000579,31,12,150,Online,2018-07-25,6,0.1,1246.2,660.486
SO - 000580,26,30,349,Distributor,2018-07-26,1,0.1,1688.4,1215.648
SO - 000581,30,11,237,In-Store,2018-07-26,8,0.1,5916.1,4673.719
SO - 000582,17,13,190,Online,2018-07-26,3,0.1,5132.2,2771.388
SO - 000583,46,7,82,In-Store,2018-07-26,2,0.05,1118.9,839.175
SO - 000584,39,10,214,In-Store,2018-07-26,6,0.15,5835.7,3968.276
SO - 000585,29,41,275,Distributor,2018-07-26,5,0.2,6036.7,3139.084
SO - 000586,22,29,168,Online,2018-07-26,7,0.4,1031.8,825.44
SO - 000587,37,37,332,Wholesale,2018-07-26,5,0.1,5956.3,4407.662
SO - 000588,9,35,104,Distributor,2018-07-26,7,0.2,3932.9,2989.004
SO - 000589,3,19,245,Distributor,2018-07-26,5,0.2,5889.3,4416.975
SO - 000590,13,45,327,Distributor,2018-07-26,8,0.075,2458.9,1647.463
SO - 000591,38,8,104,Online,2018-07-26,8,0.075,3912.8,2034.656
SO - 000592,48,29,136,Distributor,2018-07-27,2,0.075,5668.2,3570.966
SO - 000593,18,46,6,Online,2018-07-27,1,0.15,5547.6,4216.176
SO - 000594,35,45,109,Distributor,2018-07-28,1,0.15,201.0,96.48
SO - 000595,40,6,362,In-Store,2018-07-28,6,0.075,247.9,198.32
SO - 000596,2,45,280,In-Store,2018-07-28,1,0.05,3859.2,3125.952
SO - 000597,40,21,214,In-Store,2018-07-28,3,0.05,5487.3,3127.761
SO - 000598,25,7,223,In-Store,2018-07-28,6,0.15,1809.0,1157.76
SO - 000599,11,46,99,In-Store,2018-07-29,7,0.4,2405.3,1731.816
SO - 000600,31,20,187,Wholesale,2018-07-29,1,0.15,790.6,672.01
SO - 000601,46,14,292,Online,2018-07-29,2,0.1,3202.6,2177.768
SO - 000602,48,8,315,Distributor,2018-07-29,5,0.2,1058.6,645.746
SO - 000603,33,26,35,Distributor,2018-07-29,8,0.4,1768.8,778.272
SO - 000604,1,2,199,In-Store,2018-07-29,5,0.1,971.5,534.325
SO - 000605,34,34,153,Online,2018-07-29,4,0.1,938.0,478.38
SO - 000606,49,20,27,Online,2018-07-29,5,0.2,958.1,756.899
SO - 000607,1,23,166,Online,2018-07-29,8,0.05,3705.1,2111.907
SO - 000608,48,20,257,Wholesale,2018-07-30,8,0.075,1025.1,686.817
SO - 000609,4,5,184,Online,2018-07-30,7,0.075,2592.9,1711.314
SO - 000610,15,39,150,Wholesale,2018-07-30,1,0.15,3865.9,3054.061
SO - 000611,30,36,347,Distributor,2018-07-30,8,0.05,5634.7,4226.025
SO - 000612,41,15,362,Distributor,2018-07-30,3,0.05,971.5,621.76
SO - 000613,3,28,218,In-Store,2018-07-31,4,0.15,1051.9,694.254
SO - 000614,3,1,196,In-Store,2018-07-31,7,0.075,1051.9,683.735
SO - 000615,29,17,226,Online,2018-07-31,2,0.2,1139.0,854.25
SO - 000616,16,10,33,In-Store,2018-07-31,8,0.075,5849.1,3041.532
SO - 000617,21,2,68,Online,2018-07-31,4,0.075,2264.6,1222.884
SO - 000618,26,26,105,In-Store,2018-07-31,7,0.075,1125.6,889.224
SO - 000619,37,20,7,Online,2018-07-31,7,0.05,1078.7,755.09
SO - 000620,23,16,57,Wholesale,2018-07-31,4,0.15,2405.3,1635.604
SO - 000621,17,4,155,In-Store,2018-07-31,1,0.05,1072.0,707.52
SO - 000622,4,26,202,Distributor,2018-08-01,1,0.3,5808.9,3369.162
SO - 000623,21,19,205,In-Store,2018-08-01,6,0.2,3926.2,1845.314
SO - 000624,29,38,287,Distributor,2018-08-01,8,0.1,201.0,160.8
SO - 000625,39,27,16,Online,2018-08-01,1,0.1,1882.7,1430.852
SO - 000626,30,22,149,Wholesale,2018-08-01,6,0.05,2532.6,1089.018
SO - 000627,33,31,22,Online,2018-08-01,8,0.05,207.7,135.005
SO - 000628,41,10,115,Online,2018-08-01,6,0.2,241.2,180.9
SO - 000629,21,11,222,In-Store,2018-08-01,6,0.075,1152.4,507.056
SO - 000630,40,14,190,Distributor,2018-08-02,5,0.3,3879.3,2288.787
SO - 000631,37,7,219,Online,2018-08-02,4,0.1,3865.9,3170.038
SO - 000632,35,6,121,Online,2018-08-02,6,0.075,1835.8,1248.344
SO - 000633,37,23,334,In-Store,2018-08-02,5,0.15,234.5,180.565
SO - 000634,10,34,283,In-Store,2018-08-02,2,0.15,757.1,507.257
SO - 000635,39,25,212,Wholesale,2018-08-02,8,0.05,1005.0,703.5
SO - 000636,4,11,159,In-Store,2018-08-03,2,0.05,6391.8,5113.44
SO - 000637,13,31,269,In-Store,2018-08-03,8,0.15,2740.3,1123.523
SO - 000638,48,40,60,Online,2018-08-03,3,0.15,924.6,536.268
SO - 000639,41,16,22,In-Store,2018-08-03,5,0.15,1031.8,505.582
SO - 000640,11,21,90,Distributor,2018-08-03,1,0.2,1098.8,769.16
SO - 000641,10,18,279,Wholesale,2018-08-03,3,0.05,1132.3,713.349
SO - 000642,12,45,350,Distributor,2018-08-03,3,0.05,2465.6,1602.64
SO - 000643,47,26,127,Online,2018-08-03,6,0.1,1005.0,462.3
SO - 000644,13,17,252,In-Store,2018-08-04,2,0.1,1246.2,1021.884
SO - 000645,13,5,291,In-Store,2018-08-04,6,0.3,1025.1,809.829
SO - 000646,36,28,14,In-Store,2018-08-04,1,0.2,1902.8,1084.596
SO - 000647,34,19,292,Distributor,2018-08-04,2,0.05,3738.6,2056.23
SO - 000648,39,46,178,In-Store,2018-08-04,6,0.075,1996.6,1237.892
SO - 000649,38,9,76,In-Store,2018-08-04,3,0.15,2331.6,1818.648
SO - 000650,16,41,221,In-Store,2018-08-04,6,0.1,1078.7,701.155
SO - 000651,42,11,334,In-Store,2018-08-04,4,0.15,1788.9,1216.452
SO - 000652,36,30,347,In-Store,2018-08-04,3,0.1,241.2,161.604
SO - 000653,45,41,240,In-Store,2018-08-04,5,0.1,1159.1,533.186
SO - 000654,12,5,6,Online,2018-08-04,7,0.1,1051.9,515.431
SO - 000655,18,46,243,In-Store,2018-08-04,3,0.15,5969.7,3343.032
SO - 000656,28,12,355,Online,2018-08-04,3,0.3,3919.5,2508.48
SO - 000657,18,34,4,Online,2018-08-04,4,0.15,1118.9,492.316
SO - 000658,11,30,350,In-Store,2018-08-04,5,0.05,1118.9,570.639
SO - 000659,29,23,28,In-Store,2018-08-04,4,0.1,5427.0,3744.63
SO - 000660,32,36,108,Distributor,2018-08-04,2,0.05,3725.2,2570.388
SO - 000661,7,14,214,Online,2018-08-04,3,0.05,187.6,75.04
SO - 000662,4,38,297,In-Store,2018-08-04,7,0.075,3999.9,3359.916
SO - 000663,32,20,15,Online,2018-08-04,1,0.15,971.5,592.615
SO - 000664,42,37,21,In-Store,2018-08-04,5,0.075,1118.9,727.285
SO - 000665,33,2,208,Online,2018-08-05,6,0.4,864.3,501.294
SO - 000666,22,22,116,In-Store,2018-08-05,6,0.05,5782.1,4394.396
SO - 000667,10,9,152,Distributor,2018-08-05,5,0.05,904.5,461.295
SO - 000668,25,29,188,Online,2018-08-05,8,0.15,247.9,158.656
SO - 000669,49,16,270,Distributor,2018-08-05,2,0.15,1708.5,1213.035
SO - 000670,39,16,166,Distributor,2018-08-05,6,0.05,1132.3,702.026
SO - 000671,20,13,119,Wholesale,2018-08-05,6,0.05,1775.5,1225.095
SO - 000672,25,20,28,In-Store,2018-08-05,8,0.2,1902.8,970.428
SO - 000673,28,3,151,In-Store,2018-08-06,3,0.1,5963.0,2802.61
SO - 000674,34,3,211,Wholesale,2018-08-06,3,0.1,3886.0,2176.16
SO - 000675,2,33,281,In-Store,2018-08-06,6,0.075,1058.6,635.16
SO - 000676,33,32,214,Online,2018-08-06,4,0.05,5815.6,4419.856
SO - 000677,45,3,240,Online,2018-08-06,6,0.05,5353.3,4496.772
SO - 000678,18,5,297,In-Store,2018-08-06,4,0.075,5567.7,4565.514
SO - 000679,6,37,153,In-Store,2018-08-07,3,0.1,2512.5,2135.625
SO - 000680,22,42,293,In-Store,2018-08-07,3,0.075,1681.7,1227.641
SO - 000681,39,4,265,In-Store,2018-08-07,7,0.05,194.3,136.01
SO - 000682,18,9,255,In-Store,2018-08-07,4,0.05,2405.3,1683.71
SO - 000683,21,13,269,Online,2018-08-07,1,0.2,1038.5,706.18
SO - 000684,38,27,71,In-Store,2018-08-07,3,0.2,857.6,591.744
SO - 000685,22,1,284,In-Store,2018-08-07,8,0.1,1855.9,1354.807
SO - 000686,36,38,26,Online,2018-08-07,2,0.05,5621.3,2585.798
SO - 000687,26,20,92,Distributor,2018-08-07,8,0.1,1139.0,649.23
SO - 000688,9,17,349,In-Store,2018-08-08,7,0.05,2264.6,1834.326
SO - 000689,14,8,301,In-Store,2018-08-08,4,0.1,884.4,566.016
SO - 000690,5,4,81,In-Store,2018-08-08,5,0.075,683.4,382.704
SO - 000691,49,32,68,Online,2018-08-08,1,0.075,1025.1,481.797
SO - 000692,15,27,87,Wholesale,2018-08-08,7,0.4,3731.9,2276.459
SO - 000693,31,44,340,Online,2018-08-08,2,0.1,5567.7,3229.266
SO - 000694,16,41,95,In-Store,2018-08-08,6,0.1,991.6,525.548
SO - 000695,43,15,94,Online,2018-08-08,8,0.1,3852.5,3043.475
SO - 000696,16,39,263,In-Store,2018-08-08,1,0.05,3906.1,1835.867
SO - 000697,40,34,245,Online,2018-08-08,1,0.15,5118.8,2354.648
SO - 000698,9,2,284,Online,2018-08-08,7,0.05,6117.1,4404.312
SO - 000699,16,28,279,Distributor,2018-08-08,6,0.1,1025.1,850.833
SO - 000700,4,4,114,In-Store,2018-08-08,7,0.15,944.7,462.903
SO - 000701,25,2,303,In-Store,2018-08-09,3,0.2,1025.1,656.064
SO - 000702,23,2,264,In-Store,2018-08-09,8,0.1,3859.2,2045.376
SO - 000703,30,40,329,Wholesale,2018-08-09,4,0.1,194.3,91.321
SO - 000704,2,35,82,In-Store,2018-08-09,4,0.05,6184.1,4638.075
SO - 000705,16,46,131,Distributor,2018-08-09,3,0.2,1728.6,916.158
SO - 000706,7,37,204,In-Store,2018-08-09,6,0.1,931.3,772.979
SO - 000707,17,8,131,In-Store,2018-08-09,6,0.3,3886.0,2797.92
SO - 000708,39,8,75,Distributor,2018-08-09,3,0.4,234.5,96.145
SO - 000709,32,33,213,In-Store,2018-08-09,3,0.075,3979.8,1989.9
SO - 000710,49,35,232,Wholesale,2018-08-10,1,0.075,3356.7,1846.185
SO - 000711,42,4,52,In-Store,2018-08-10,6,0.1,2519.2,1309.984
SO - 000712,28,19,23,In-Store,2018-08-10,3,0.05,837.5,460.625
SO - 000713,31,24,233,In-Store,2018-08-10,2,0.1,3926.2,2552.03
SO - 000714,10,9,308,In-Store,2018-08-10,5,0.05,6231.0,4797.87
SO - 000715,46,25,236,Online,2018-08-10,4,0.075,3932.9,2871.017
SO - 000716,16,1,156,Distributor,2018-08-10,4,0.075,3966.4,2816.144
SO - 000717,31,39,69,Distributor,2018-08-10,1,0.075,2291.4,1581.066
SO - 000718,30,37,182,In-Store,2018-08-10,5,0.4,3678.3,2059.848
SO - 000719,39,13,358,Distributor,2018-08-11,7,0.075,3999.9,3039.924
SO - 000720,36,23,283,Online,2018-08-11,8,0.15,991.6,575.128
SO - 000721,35,34,140,Online,2018-08-11,6,0.2,5447.1,4248.738
SO - 000722,39,24,178,Online,2018-08-11,3,0.075,2452.2,1054.446
SO - 000723,13,11,201,In-Store,2018-08-11,4,0.15,998.3,469.201
SO - 000724,28,23,248,In-Store,2018-08-11,4,0.2,1313.2,577.808
SO - 000725,26,20,15,In-Store,2018-08-11,1,0.1,2512.5,1658.25
SO - 000726,29,30,238,Wholesale,2018-08-12,6,0.05,5346.6,3528.756
SO - 000727,15,18,331,In-Store,2018-08-12,2,0.1,3618.0,2496.42
SO - 000728,21,30,125,Online,2018-08-12,7,0.075,1876.0,1500.8
SO - 000729,18,15,44,In-Store,2018-08-12,1,0.1,254.6,201.134
SO - 000730,49,5,157,In-Store,2018-08-12,3,0.15,3825.7,1530.28
SO - 000731,26,35,284,In-Store,2018-08-12,6,0.15,2251.2,1620.864
SO - 000732,30,25,132,Distributor,2018-08-12,8,0.075,4013.3,3090.241
SO - 000733,24,2,152,Wholesale,2018-08-12,1,0.05,1072.0,836.16
SO - 000734,2,4,275,Distributor,2018-08-13,3,0.15,2458.9,2090.065
SO - 000735,19,28,161,In-Store,2018-08-13,8,0.075,1809.0,1013.04
SO - 000736,7,38,265,Online,2018-08-13,7,0.05,1728.6,1158.162
SO - 000737,33,41,186,Online,2018-08-13,6,0.075,3718.5,2677.32
SO - 000738,8,38,64,In-Store,2018-08-13,3,0.05,180.9,150.147
SO - 000739,10,3,103,Wholesale,2018-08-13,1,0.075,3939.6,3269.868
SO - 000740,19,35,33,Distributor,2018-08-13,6,0.075,1869.3,1196.352
SO - 000741,5,17,360,In-Store,2018-08-13,5,0.05,864.3,691.44
SO - 000742,31,32,105,Distributor,2018-08-13,3,0.1,1098.8,835.088
SO - 000743,36,37,227,In-Store,2018-08-13,4,0.075,3845.8,2730.518
SO - 000744,22,41,113,In-Store,2018-08-13,3,0.075,5246.1,3882.114
SO - 000745,22,11,313,Online,2018-08-13,8,0.1,763.8,404.814
SO - 000746,17,24,118,Distributor,2018-08-14,1,0.4,3819.0,2673.3
SO - 000747,36,4,292,In-Store,2018-08-14,2,0.15,2425.4,2013.082
SO - 000748,11,44,65,Online,2018-08-14,6,0.05,1319.9,884.333
SO - 000749,3,27,111,In-Store,2018-08-14,6,0.15,1125.6,529.032
SO - 000750,45,10,27,In-Store,2018-08-14,3,0.1,6318.1,2590.421
SO - 000751,3,2,182,In-Store,2018-08-14,8,0.05,3242.8,1459.26
SO - 000752,23,5,167,Wholesale,2018-08-14,4,0.15,1936.3,1142.417
SO - 000753,37,7,220,Online,2018-08-14,4,0.05,3946.3,3038.651
SO - 000754,38,26,12,Online,2018-08-14,6,0.075,1078.7,442.267
SO - 000755,42,8,117,Distributor,2018-08-15,3,0.075,5587.8,3967.338
SO - 000756,11,21,50,Distributor,2018-08-15,1,0.4,3108.8,1896.368
SO - 000757,24,2,120,Wholesale,2018-08-15,1,0.05,871.0,661.96
SO - 000758,44,12,279,In-Store,2018-08-15,7,0.1,1815.7,1543.345
SO - 000759,42,6,231,Online,2018-08-15,7,0.075,984.9,541.695
SO - 000760,21,30,354,Distributor,2018-08-15,3,0.075,3926.2,1727.528
SO - 000761,24,29,304,Online,2018-08-16,1,0.075,234.5,126.63
SO - 000762,18,16,204,In-Store,2018-08-16,8,0.2,2552.7,1429.512
SO - 000763,13,32,223,In-Store,2018-08-16,4,0.05,857.6,591.744
SO - 000764,41,40,70,In-Store,2018-08-16,3,0.05,1065.3,553.956
SO - 000765,28,29,332,Online,2018-08-16,4,0.2,1976.5,1581.2
SO - 000766,27,31,117,In-Store,2018-08-16,2,0.3,3839.1,2725.761
SO - 000767,32,2,221,Online,2018-08-16,3,0.05,3899.4,2807.568
SO - 000768,5,2,220,In-Store,2018-08-16,6,0.05,180.9,85.023
SO - 000769,36,25,282,Wholesale,2018-08-16,6,0.15,1226.1,588.528
SO - 000770,13,37,263,Distributor,2018-08-16,8,0.05,783.9,313.56
SO - 000771,3,16,253,In-Store,2018-08-17,7,0.15,978.2,489.1
SO - 000772,14,15,280,Online,2018-08-17,6,0.15,3169.1,1616.241
SO - 000773,49,13,95,Online,2018-08-17,2,0.1,3055.2,1497.048
SO - 000774,17,1,202,Wholesale,2018-08-17,4,0.1,2606.3,1563.78
SO - 000775,33,21,187,In-Store,2018-08-17,7,0.075,1045.2,794.352
SO - 000776,19,35,208,In-Store,2018-08-17,8,0.3,1909.5,1069.32
SO - 000777,19,3,104,Distributor,2018-08-17,3,0.15,984.9,689.43
SO - 000778,17,38,153,In-Store,2018-08-17,6,0.075,1165.8,944.298
SO - 000779,11,43,129,In-Store,2018-08-17,7,0.05,1748.7,944.298
SO - 000780,11,8,357,In-Store,2018-08-17,3,0.1,3819.0,2024.07
SO - 000781,22,26,191,Online,2018-08-17,1,0.05,1145.7,744.705
SO - 000782,31,10,214,In-Store,2018-08-17,5,0.15,3644.8,1968.192
SO - 000783,13,13,171,In-Store,2018-08-17,5,0.1,3865.9,3092.72
SO - 000784,35,26,12,Distributor,2018-08-17,6,0.05,194.3,110.751
SO - 000785,30,11,139,Online,2018-08-18,2,0.075,3363.4,1681.7
SO - 000786,31,40,51,In-Store,2018-08-18,5,0.075,3008.3,2406.64
SO - 000787,4,27,241,In-Store,2018-08-18,1,0.075,3055.2,2230.296
SO - 000788,3,17,57,Wholesale,2018-08-18,8,0.1,1031.8,629.398
SO - 000789,8,3,73,Distributor,2018-08-18,7,0.05,3939.6,2127.384
SO - 000790,13,41,138,Distributor,2018-08-18,4,0.075,3886.0,2720.2
SO - 000791,20,4,36,In-Store,2018-08-18,2,0.05,3108.8,1896.368
SO - 000792,30,11,226,Online,2018-08-18,1,0.075,1011.7,505.85
SO - 000793,15,19,258,Online,2018-08-18,5,0.3,2552.7,1327.404
SO - 000794,42,17,162,In-Store,2018-08-18,5,0.1,1675.0,954.75
SO - 000795,45,20,155,Distributor,2018-08-19,5,0.05,1139.0,831.47
SO - 000796,27,46,124,Wholesale,2018-08-19,7,0.4,6338.2,3802.92
SO - 000797,20,2,258,Online,2018-08-19,3,0.05,2231.1,1874.124
